hour,plan_spend,fact_spend,plan_kpi,fact_kpi,top_cap,top_spend
0,1686.60,1616.54,6.108,9,786.05,786.02
1,3487.44,3416.35,12.611,17,835.33,835.22
2,5399.22,5301.46,19.491,23,908.26,908.13
3,7492.67,7395.76,26.998,28,1033.71,1033.69
4,9785.69,9608.01,35.186,42,1143.08,1142.95
5,12306.65,12126.46,44.146,54,1303.57,1303.40
6,15064.20,14875.58,53.921,70,1412.82,1412.71
7,18084.97,17710.32,64.571,80,1551.48,1551.39
8,21273.93,20829.68,75.794,87,1615.45,1615.25
9,24649.97,24152.15,87.640,105,1704.33,1704.29
10,28051.56,27484.87,99.582,114,1638.49,1638.32
11,31475.45,30848.21,111.625,136,1639.56,1639.45
12,34717.08,34034.20,123.060,150,1471.85,1471.64
13,37796.23,37075.44,133.963,162,1361.99,1361.86
14,40569.52,39858.52,143.899,178,1118.00,1118.00
15,43051.06,42364.20,152.837,193,997.50,997.38
16,45256.16,44305.41,160.823,205,853.72,853.63
17,47215.82,46310.46,167.957,213,727.42,727.35
18,49051.92,47818.26,174.684,224,656.28,656.23
19,50749.60,49442.73,180.911,233,611.60,611.55
20,52368.26,51062.85,186.850,239,584.55,584.54
21,53950.57,52524.59,192.639,247,639.57,639.51
22,55549.70,54095.32,198.459,252,624.19,624.13
23,57142.86,55597.58,204.245,260,633.78,633.60
24,58829.46,57305.12,210.353,268,687.99,687.93
25,60630.29,59109.25,216.856,276,853.35,853.34
26,62542.08,61021.88,223.735,285,951.98,951.90
27,64635.53,63044.03,231.243,294,1035.92,1035.74
28,66928.54,65020.95,239.430,304,1177.29,1177.10
29,69449.51,67535.13,248.391,314,1193.72,1193.70
30,72207.05,69997.43,258.165,324,1334.53,1334.49
31,75227.83,72995.08,268.816,343,1526.51,1526.42
32,78416.79,76018.10,280.039,362,1624.71,1624.62
33,81792.83,78999.89,291.885,375,1757.47,1757.26
34,85194.42,82265.46,303.827,392,1766.00,1765.90
35,88618.30,85649.67,315.869,406,1710.88,1710.71
36,91859.94,88365.27,327.305,417,1560.46,1560.30
37,94939.08,91425.28,338.208,426,1453.26,1453.14
38,97712.38,93984.29,348.143,434,1251.38,1251.29
39,100193.92,96244.43,357.081,445,1084.81,1084.71
40,102399.02,98477.21,365.068,461,931.99,931.98
41,104358.67,100468.84,372.201,467,794.55,794.43
42,106194.78,102182.22,378.929,474,821.09,821.03
43,107892.46,103835.60,385.156,481,713.36,713.20
44,109511.12,105446.49,391.094,485,680.19,680.09
45,111093.42,106958.25,396.884,494,682.65,682.62
46,112692.55,108565.76,402.704,503,712.23,712.12
47,114285.71,110144.03,408.489,514,735.93,735.83
48,115972.32,111746.33,414.598,522,775.79,775.75
49,117773.15,113274.52,421.100,531,841.14,841.06
50,119684.93,115007.78,427.980,539,901.44,901.37
51,121778.39,117052.18,435.487,550,1020.32,1020.16
52,124071.40,119021.71,443.675,561,1110.89,1110.79
53,126592.37,121296.98,452.635,573,1270.69,1270.66
54,129349.91,123711.27,462.410,585,1424.55,1424.52
55,132370.69,126735.64,473.060,600,1628.84,1628.73
56,135559.65,129555.66,484.283,619,1688.56,1688.29
57,138935.69,132636.06,496.130,637,1742.01,1741.79
58,142337.27,136003.94,508.072,656,1722.82,1722.74
59,145761.16,139223.58,520.114,664,1712.56,1712.51
60,149002.80,142440.34,531.549,682,1555.06,1554.93
61,152081.94,145509.48,542.452,690,1454.94,1454.93
62,154855.24,148243.31,552.388,708,1287.23,1287.14
63,157336.78,150753.08,561.314,720,1096.93,1096.90
64,159541.87,152992.76,569.271,735,929.83,929.74
65,161501.53,154818.48,576.360,748,793.02,793.02
66,163337.63,156454.51,583.029,754,665.37,665.22
67,165035.32,157982.80,589.188,762,637.15,637.04
68,166653.97,159330.41,595.048,766,588.53,588.38
69,168236.28,160950.97,600.751,775,615.73,615.71
70,169835.41,162361.83,606.476,781,673.35,673.17
71,171428.57,163896.38,612.157,788,685.44,685.32
72,173115.18,165538.62,618.146,796,773.36,773.30
73,174916.01,167355.97,624.511,803,842.63,842.49
74,176827.79,169068.78,631.235,813,914.66,914.61
75,178921.25,171010.89,638.562,823,1071.35,1071.34
76,181214.26,173087.65,646.542,833,1192.94,1192.92
77,183735.22,175167.46,655.262,850,1229.95,1229.84
78,186492.77,177941.89,664.757,866,1448.58,1448.39
79,189513.55,180785.01,675.090,882,1624.36,1624.25
80,192702.50,183984.86,685.956,897,1734.49,1734.43
81,196078.54,187348.16,697.404,912,1776.95,1776.95
82,199480.13,190727.37,708.913,923,1736.96,1736.89
83,202904.02,194141.08,720.482,937,1764.31,1764.28
84,206145.65,197378.07,731.428,955,1629.24,1629.21
85,209224.80,200458.96,741.824,969,1490.65,1490.55
