hour,plan_spend,fact_spend,plan_kpi,fact_kpi
0,1770.70,1800.37,6.128,3
1,3567.22,3389.26,12.283,8
2,5419.82,5273.90,18.692,17
3,7393.72,7282.02,25.520,22
4,9387.95,9117.99,32.600,25
5,11449.10,10785.61,40.035,37
6,13625.19,12945.97,48.053,40
7,16015.95,15152.18,56.968,49
8,18619.75,17665.90,66.736,61
9,21437.99,20541.80,77.291,69
10,24509.32,23674.88,88.683,85
11,27720.97,26952.41,100.603,94
12,31011.34,30308.43,112.697,109
13,34252.91,33403.84,124.690,116
14,37277.91,36491.66,135.943,127
15,40112.69,39385.91,146.611,137
16,42652.26,41977.49,156.219,146
17,44941.01,44315.35,164.894,151
18,47015.75,46406.04,172.717,162
19,48954.72,48222.36,179.980,166
20,50769.78,50074.91,186.714,170
21,52547.27,51888.27,193.243,180
22,54269.27,53462.05,199.403,186
23,56000.01,54895.79,205.490,191
24,57770.71,56371.80,211.617,195
25,59567.23,58199.08,217.772,201
26,61419.83,59918.58,224.181,205
27,63393.73,61927.23,231.009,207
28,65387.97,63806.33,238.089,217
29,67449.11,65906.13,245.524,224
30,69625.20,68126.63,253.542,238
31,72015.96,70460.99,262.458,249
32,74619.76,72962.33,272.226,257
33,77438.00,75838.66,282.781,267
34,80509.33,78973.45,294.173,278
35,83720.98,82249.73,306.093,297
36,87011.35,85607.12,318.186,311
37,90252.92,88912.83,330.179,320
38,93277.92,91999.98,341.433,330
39,96112.70,94892.83,352.101,336
40,98652.27,97486.57,361.708,344
41,100941.02,99816.76,370.384,357
42,103015.77,101935.04,378.207,361
43,104954.73,103913.24,385.469,365
44,106769.79,105763.37,392.203,366
45,108547.28,107552.89,398.733,368
46,110269.28,109272.78,404.892,376
47,112000.02,110939.84,410.979,382
48,113770.73,112672.51,417.107,389
49,115567.25,114498.25,423.262,395
50,117419.84,116329.94,429.671,399
51,119393.74,118339.54,436.499,404
52,121387.98,120371.95,443.579,414
53,123449.12,122386.09,451.014,425
54,125625.25,124604.14,459.007,432
55,128016.41,127043.52,467.841,440
56,130621.50,129700.19,477.457,452
57,133442.66,132577.68,487.774,467
58,136519.46,135712.28,498.828,487
59,139740.12,138989.44,510.305,508
60,143043.70,142346.54,521.861,519
61,146303.20,145654.20,533.229,531
62,149350.11,148741.04,543.811,541
63,152210.77,151635.02,553.766,556
64,154778.31,154160.37,562.668,566
65,157096.30,156497.47,570.658,569
66,159200.63,158419.60,577.828,578
67,161169.78,160139.74,584.457,580
68,163015.12,161864.01,590.582,588
69,164823.99,163612.68,596.504,596
70,166576.97,165009.76,602.083,600
71,168339.73,166703.71,607.589,607
72,170142.80,168476.29,613.119,616
73,171971.52,170125.92,618.657,624
74,173857.97,171867.36,624.394,633
75,175867.92,173645.21,630.480,637
76,177900.46,175591.25,636.744,643
77,180002.39,177691.45,643.277,650
78,182223.27,179911.56,650.268,659
79,184664.29,182238.18,657.984,670
80,187323.44,184871.32,666.378,679
81,190201.38,187748.27,675.385,694
82,193336.61,190880.70,685.048,711
83,196615.16,194156.90,695.077,725
84,199972.82,197513.14,705.186,740
85,203281.51,200819.19,715.119,752
86,206369.78,203907.10,724.355,763
87,209265.10,206800.59,733.028,773
88,211859.43,209110.05,740.775,785
89,214197.72,211315.38,747.723,795
90,216316.94,213432.03,753.959,803
91,218296.98,215228.45,759.728,808
92,220149.85,216698.20,765.063,812
93,221963.69,218164.24,770.226,822
94,223719.22,219705.62,775.106,825
95,225482.58,221390.21,779.932,833
