hour,plan_spend,fact_spend,plan_kpi,fact_kpi
0,1980.80,1978.50,3.405,2
1,4090.75,4223.86,6.987,3
2,6363.14,6451.61,10.804,11
3,8822.30,8698.99,14.904,13
4,11476.96,11072.27,19.328,15
5,14316.32,13857.77,24.090,23
6,17309.71,16392.71,29.180,25
7,20409.49,19311.36,34.552,30
8,23555.96,22399.80,40.126,35
9,26683.27,25514.74,45.788,39
10,29726.20,28569.75,51.401,45
11,32627.76,31566.83,56.826,48
12,35346.81,34409.94,61.945,53
13,37863.74,37086.96,66.685,56
14,40181.93,39542.04,71.026,62
15,42324.19,41788.44,74.999,65
16,44325.30,43870.55,78.666,68
17,46223.41,45823.20,82.108,71
18,48055.77,47653.34,85.400,77
19,49851.21,49257.59,88.604,78
20,51635.53,50981.96,91.771,79
21,53429.72,52614.78,94.938,83
22,55256.07,53985.26,98.141,86
23,57142.86,55259.02,101.420,87
24,59123.66,56599.50,104.825,88
25,61233.60,58264.78,108.407,90
26,63506.00,59920.33,112.224,91
27,65965.16,61807.11,116.324,91
28,68619.82,63699.58,120.748,96
29,71459.18,65896.19,125.510,100
30,74452.57,68307.58,130.600,107
31,77552.35,70805.53,135.972,112
32,80698.81,73449.35,141.546,114
33,83826.13,76647.12,147.208,120
34,86869.06,79851.35,152.821,125
35,89770.61,82981.48,158.246,136
36,92489.67,85947.65,163.365,142
37,95006.60,88729.23,168.105,146
38,97324.79,91287.10,172.446,150
39,99467.05,93617.40,176.419,152
40,101468.16,95754.32,180.086,155
41,103366.27,97741.37,183.528,161
42,105198.63,99530.11,186.820,162
43,106994.07,101221.20,190.024,163
44,108778.39,102747.06,193.191,164
45,110572.58,104213.49,196.358,165
46,112398.92,105568.69,199.561,168
47,114285.71,106892.49,202.840,169
48,116266.52,108277.83,206.245,173
49,118376.46,109822.69,209.827,175
50,120648.85,111398.41,213.643,176
51,123108.01,113123.70,217.744,179
52,125762.68,115129.41,222.168,184
53,128602.04,117022.78,226.930,187
54,131595.42,119321.13,232.020,190
55,134695.20,121672.32,237.392,192
56,137841.67,124524.33,242.966,200
57,140968.98,127621.25,248.628,209
58,144011.91,130979.62,254.241,221
59,146913.47,134305.46,259.666,232
60,149632.52,137474.33,264.785,235
61,152149.45,140412.29,269.525,240
62,154467.65,143085.81,273.866,244
63,156609.91,145505.71,277.838,250
64,158611.02,147703.64,281.506,254
65,160509.12,149731.92,284.948,255
66,162341.49,151377.48,288.240,259
67,164136.93,152796.12,291.444,260
68,165921.25,154192.50,294.611,263
69,167715.43,155559.17,297.778,266
70,169541.78,156569.43,300.981,267
71,171428.57,157875.66,304.260,269
72,173409.37,159231.58,307.664,273
73,175519.32,160437.41,311.247,277
74,177791.71,161795.96,315.063,280
75,180250.87,163198.19,319.164,281
76,182905.53,164817.26,323.587,282
77,185744.89,166855.80,328.350,284
78,188738.28,169113.28,333.439,287
79,191838.06,171335.97,338.812,293
80,194984.53,174068.63,344.386,296
81,198111.84,177420.43,350.048,303
82,201154.77,180840.95,355.661,312
83,204056.33,184191.35,361.086,318
84,206775.38,187384.02,366.205,324
85,209292.31,190345.05,370.945,327
86,211610.50,193039.64,375.286,331
87,213752.76,195477.09,379.258,335
88,215753.87,197692.35,382.926,343
89,217651.98,199726.35,386.368,349
90,219484.34,201649.15,389.653,351
91,221279.78,203312.79,392.845,353
92,223064.10,204647.81,395.994,354
93,224858.29,205992.98,399.138,358
94,226684.64,207277.42,402.311,360
95,228571.43,208645.10,405.556,362
96,230552.23,209958.37,408.920,365
97,232662.17,211343.52,412.456,367
98,234934.57,212768.81,416.218,370
99,237393.73,214497.48,420.257,375
100,240048.39,216241.64,424.606,376
101,242887.75,217852.26,429.278,381
102,245881.14,219938.71,434.258,383
103,248980.92,222666.21,439.495,386
104,252127.39,225216.85,444.904,396
105,255254.70,228613.41,450.369,406
106,258297.63,232058.50,455.757,413
107,261199.19,235436.89,460.936,416
108,263918.24,238644.37,465.798,421
109,266435.17,241618.30,470.281,428
110,268753.36,244312.87,474.375,433
111,270895.62,246748.62,478.113,437
112,272896.73,248963.59,481.562,438
113,274794.84,251011.30,484.795,441
114,276627.20,252896.60,487.886,445
115,278422.64,254522.86,490.893,448
116,280206.96,256078.65,493.861,450
117,282001.15,257485.66,496.828,452
118,283827.50,258801.21,499.826,457
119,285714.29,259870.90,502.895,458
120,287695.09,261377.21,506.084,460
121,289805.03,262906.00,509.442,463
122,292077.43,264547.94,513.023,464
123,294536.58,266134.86,516.872,466
124,297191.25,267812.97,521.019,469
125,300030.61,269594.82,525.472,472
126,303024.00,271831.13,530.208,476
127,306123.77,274563.36,535.174,482
128,309270.24,277322.82,540.286,487
129,312397.55,280743.16,545.434,489
130,315440.49,284059.08,550.495,499
131,318342.04,287461.19,555.350,503
132,321061.10,290693.90,559.904,507
133,323578.03,293683.91,564.104,510
134,325896.22,296401.01,567.944,515
135,328038.48,298852.79,571.458,522
136,330039.59,301082.18,574.706,529
137,331937.69,303141.86,577.758,532
138,333770.06,304957.19,580.681,534
139,335565.50,306834.21,583.527,534
140,337349.82,308444.90,586.341,536
141,339144.01,309680.61,589.156,537
142,340970.35,311251.58,592.004,538
143,342857.14,312521.13,594.924,540
144,344837.94,313993.05,597.964,543
145,346947.89,315465.03,601.172,547
146,349220.28,316946.43,604.600,548
147,351679.44,318666.38,608.290,550
148,354334.11,320435.38,612.268,556
149,357173.47,322179.30,616.536,562
150,360166.85,324475.87,621.069,567
151,363266.63,327215.41,625.810,567
152,366413.10,330163.70,630.676,573
153,369540.41,333520.77,635.562,584
154,372583.34,337006.56,640.354,591
155,375484.90,340420.34,644.942,602
156,378203.95,343657.57,649.244,604
157,380720.88,346647.81,653.213,606
158,383039.07,349363.41,656.846,607
159,385181.33,351817.82,660.177,609
160,387182.44,354052.74,663.262,616
161,389080.55,356122.49,666.167,617
162,390912.92,358053.38,668.953,620
163,392708.36,359937.66,671.670,624
164,394492.67,361491.73,674.358,629
165,396286.86,363114.14,677.050,630
